itemID,comunaCode,locality,date
204290999,130106,13114,2025-03-04
204297002,130106,13114,2025-03-04
204297003,130106,13114,2025-03-04
204308999,130106,13114,2025-03-04
204312999,130106,13114,2025-03-04
204313999,130106,13114,2025-03-04
204315999,130106,13114,2025-03-04
204316999,130106,13114,2025-03-04
204318999,130106,13114,2025-03-04
204319999,130106,13114,2025-03-04
204322999,130106,13114,2025-03-04
204346003,130106,13114,2025-03-04
204873003,130106,13114,2025-03-04
204913999,130106,13114,2025-03-04
204943999,130106,13114,2025-03-04
205030999,130106,13114,2025-03-04
205078999,130106,13114,2025-03-04
205080999,130106,13114,2025-03-04
205081999,130106,13114,2025-03-04
205082999,130106,13114,2025-03-04
205083999,130106,13114,2025-03-04
205086999,130106,13114,2025-03-04
205088999,130106,13114,2025-03-04
205097999,130106,13114,2025-03-04
205098999,130106,13114,2025-03-04
205099999,130106,13114,2025-03-04
205141999,130106,13114,2025-03-04
205234002,130106,13114,2025-03-04
205234003,130106,13114,2025-03-04
205234004,130106,13114,2025-03-04
205234005,130106,13114,2025-03-04
205234006,130106,13114,2025-03-04
205234007,130106,13114,2025-03-04
205371999,130106,13114,2025-03-04
205425002,130106,13114,2025-03-04
205425003,130106,13114,2025-03-04
205425004,130106,13114,2025-03-04
205425005,130106,13114,2025-03-04
205425006,130106,13114,2025-03-04
205425007,130106,13114,2025-03-04
205425008,130106,13114,2025-03-04
205425009,130106,13114,2025-03-04
205425010,130106,13114,2025-03-04
205425011,130106,13114,2025-03-04
205619002,130106,13114,2025-03-04
205619003,130106,13114,2025-03-04
205619004,130106,13114,2025-03-04
205619005,130106,13114,2025-03-04
205619006,130106,13114,2025-03-04
205619007,130106,13114,2025-03-04
205639002,130106,13114,2025-03-04
205639003,130106,13114,2025-03-04
205639004,130106,13114,2025-03-04
205639005,130106,13114,2025-03-04
205639006,130106,13114,2025-03-04
205679999,130106,13114,2025-03-04
205825999,130106,13114,2025-03-04
205924002,130106,13114,2025-03-04
205924003,130106,13114,2025-03-04
205924004,130106,13114,2025-03-04
205924005,130106,13114,2025-03-04
205924006,130106,13114,2025-03-04
205930009,130106,13114,2025-03-04
205960002,130106,13114,2025-03-04
205960003,130106,13114,2025-03-04
205960004,130106,13114,2025-03-04
205960005,130106,13114,2025-03-04
205960006,130106,13114,2025-03-04
205963002,130106,13114,2025-03-04
205963003,130106,13114,2025-03-04
205963004,130106,13114,2025-03-04
205963005,130106,13114,2025-03-04
205963006,130106,13114,2025-03-04
205963007,130106,13114,2025-03-04
206032999,130106,13114,2025-03-04
206033999,130106,13114,2025-03-04
206034999,130106,13114,2025-03-04
206035999,130106,13114,2025-03-04
206036999,130106,13114,2025-03-04
206078999,130106,13114,2025-03-04
206086999,130106,13114,2025-03-04
206087999,130106,13114,2025-03-04
206088999,130106,13114,2025-03-04
206093999,130106,13114,2025-03-04
206095999,130106,13114,2025-03-04
206099999,130106,13114,2025-03-04
206101999,130106,13114,2025-03-04
206107999,130106,13114,2025-03-04
206110999,130106,13114,2025-03-04
206112999,130106,13114,2025-03-04
206146999,130106,13114,2025-03-04
206148999,130106,13114,2025-03-04
206155999,130106,13114,2025-03-04
206159999,130106,13114,2025-03-04
206160999,130106,13114,2025-03-04
206161999,130106,13114,2025-03-04
206164999,130106,13114,2025-03-04
206319999,130106,13114,2025-03-04
206325999,130106,13114,2025-03-04
206326999,130106,13114,2025-03-04
206334003,130106,13114,2025-03-04
206334004,130106,13114,2025-03-04
206334005,130106,13114,2025-03-04
206334006,130106,13114,2025-03-04
206334007,130106,13114,2025-03-04
206334008,130106,13114,2025-03-04
206334009,130106,13114,2025-03-04
206334010,130106,13114,2025-03-04
206334011,130106,13114,2025-03-04
206355999,130106,13114,2025-03-04
206361999,130106,13114,2025-03-04
206363999,130106,13114,2025-03-04
206365999,130106,13114,2025-03-04
206372999,130106,13114,2025-03-04
206385999,130106,13114,2025-03-04
206388999,130106,13114,2025-03-04
206400999,130106,13114,2025-03-04
206410002,130106,13114,2025-03-04
206430999,130106,13114,2025-03-04
206433999,130106,13114,2025-03-04
206434999,130106,13114,2025-03-04
206436999,130106,13114,2025-03-04
206442999,130106,13114,2025-03-04
206446999,130106,13114,2025-03-04
206454999,130106,13114,2025-03-04
206462005,130106,13114,2025-03-04
206462017,130106,13114,2025-03-04
206462026,130106,13114,2025-03-04
206462028,130106,13114,2025-03-04
206462029,130106,13114,2025-03-04
206462031,130106,13114,2025-03-04
206462032,130106,13114,2025-03-04
206462033,130106,13114,2025-03-04
206470017,130106,13114,2025-03-04
206470039,130106,13114,2025-03-04
206470051,130106,13114,2025-03-04
206470053,130106,13114,2025-03-04
206470057,130106,13114,2025-03-04
206471021,130106,13114,2025-03-04
206471033,130106,13114,2025-03-04
206471035,130106,13114,2025-03-04
206531002,130106,13114,2025-03-04
206532002,130106,13114,2025-03-04
206532003,130106,13114,2025-03-04
206533002,130106,13114,2025-03-04
206533003,130106,13114,2025-03-04
206912999,130106,13114,2025-03-04
206927999,130106,13114,2025-03-04
206936999,130106,13114,2025-03-04
206955999,130106,13114,2025-03-04
206958999,130106,13114,2025-03-04
206979999,130106,13114,2025-03-04
206990999,130106,13114,2025-03-04
206998999,130106,13114,2025-03-04
207001999,130106,13114,2025-03-04
207005999,130106,13114,2025-03-04
207020999,130106,13114,2025-03-04
207023999,130106,13114,2025-03-04
207060006,130106,13114,2025-03-04
207060007,130106,13114,2025-03-04
207060008,130106,13114,2025-03-04
207060009,130106,13114,2025-03-04
207060011,130106,13114,2025-03-04
207062999,130106,13114,2025-03-04
207276999,130106,13114,2025-03-04
207293999,130106,13114,2025-03-04
207555002,130106,13114,2025-03-04
207555003,130106,13114,2025-03-04
207555004,130106,13114,2025-03-04
207555005,130106,13114,2025-03-04
207555006,130106,13114,2025-03-04
207555007,130106,13114,2025-03-04
207555009,130106,13114,2025-03-04
207555010,130106,13114,2025-03-04
207555011,130106,13114,2025-03-04
207555012,130106,13114,2025-03-04
207555013,130106,13114,2025-03-04
207555014,130106,13114,2025-03-04
207555015,130106,13114,2025-03-04
207691999,130106,13114,2025-03-04
207692999,130106,13114,2025-03-04
207806999,130106,13114,2025-03-04
207809999,130106,13114,2025-03-04
207826999,130106,13114,2025-03-04
207829999,130106,13114,2025-03-04
207893999,130106,13114,2025-03-04
207894999,130106,13114,2025-03-04
207907999,130106,13114,2025-03-04
207961999,130106,13114,2025-03-04
207962999,130106,13114,2025-03-04
207965999,130106,13114,2025-03-04
207985999,130106,13114,2025-03-04
207986999,130106,13114,2025-03-04
208040002,130106,13114,2025-03-04
208040003,130106,13114,2025-03-04
208040004,130106,13114,2025-03-04
208040005,130106,13114,2025-03-04
208040006,130106,13114,2025-03-04
208040007,130106,13114,2025-03-04
208040008,130106,13114,2025-03-04
208040009,130106,13114,2025-03-04
208040010,130106,13114,2025-03-04
208040011,130106,13114,2025-03-04
208040012,130106,13114,2025-03-04
208040013,130106,13114,2025-03-04
208324999,130106,13114,2025-03-04
208325999,130106,13114,2025-03-04
208326999,130106,13114,2025-03-04
208327999,130106,13114,2025-03-04
208380999,130106,13114,2025-03-04
208385999,130106,13114,2025-03-04
208722999,130106,13114,2025-03-04
208820002,130106,13114,2025-03-04
208820003,130106,13114,2025-03-04
208820004,130106,13114,2025-03-04
208861002,130106,13114,2025-03-04
208861003,130106,13114,2025-03-04
208861004,130106,13114,2025-03-04
208861005,130106,13114,2025-03-04
208872999,130106,13114,2025-03-04
208900002,130106,13114,2025-03-04
208900003,130106,13114,2025-03-04
208900004,130106,13114,2025-03-04
208902002,130106,13114,2025-03-04
208902003,130106,13114,2025-03-04
208902004,130106,13114,2025-03-04
208902005,130106,13114,2025-03-04
208909002,130106,13114,2025-03-04
208909003,130106,13114,2025-03-04
208909004,130106,13114,2025-03-04
208909005,130106,13114,2025-03-04
208909006,130106,13114,2025-03-04
208909007,130106,13114,2025-03-04
208911004,130106,13114,2025-03-04
208911005,130106,13114,2025-03-04
208918002,130106,13114,2025-03-04
208918003,130106,13114,2025-03-04
208918004,130106,13114,2025-03-04
208918005,130106,13114,2025-03-04
208918006,130106,13114,2025-03-04
208918007,130106,13114,2025-03-04
208920003,130106,13114,2025-03-04
208920004,130106,13114,2025-03-04
208920005,130106,13114,2025-03-04
208924999,130106,13114,2025-03-04
209009999,130106,13114,2025-03-04
209011999,130106,13114,2025-03-04
209013999,130106,13114,2025-03-04
209017999,130106,13114,2025-03-04
209020999,130106,13114,2025-03-04
209025999,130106,13114,2025-03-04
209029999,130106,13114,2025-03-04
209043999,130106,13114,2025-03-04
209044999,130106,13114,2025-03-04
209073999,130106,13114,2025-03-04
209084999,130106,13114,2025-03-04
209090999,130106,13114,2025-03-04
209091999,130106,13114,2025-03-04
209128999,130106,13114,2025-03-04
209144999,130106,13114,2025-03-04
209146999,130106,13114,2025-03-04
209150999,130106,13114,2025-03-04
209153999,130106,13114,2025-03-04
209162999,130106,13114,2025-03-04
209165999,130106,13114,2025-03-04
209203004,130106,13114,2025-03-04
209207002,130106,13114,2025-03-04
209240999,130106,13114,2025-03-04
209242999,130106,13114,2025-03-04
209254999,130106,13114,2025-03-04
209256999,130106,13114,2025-03-04
209261999,130106,13114,2025-03-04
209318999,130106,13114,2025-03-04
209326999,130106,13114,2025-03-04
209329999,130106,13114,2025-03-04
209377999,130106,13114,2025-03-04
209379999,130106,13114,2025-03-04
209383999,130106,13114,2025-03-04
209422999,130106,13114,2025-03-04
209441999,130106,13114,2025-03-04
209444999,130106,13114,2025-03-04
209605999,130106,13114,2025-03-04
209714005,130106,13114,2025-03-04
209714006,130106,13114,2025-03-04
209714007,130106,13114,2025-03-04
209733002,130106,13114,2025-03-04
209733003,130106,13114,2025-03-04
209733004,130106,13114,2025-03-04
209733005,130106,13114,2025-03-04
209733006,130106,13114,2025-03-04
209733007,130106,13114,2025-03-04
209733008,130106,13114,2025-03-04
209733009,130106,13114,2025-03-04
209733010,130106,13114,2025-03-04
209733011,130106,13114,2025-03-04
209733012,130106,13114,2025-03-04
209733013,130106,13114,2025-03-04
209733014,130106,13114,2025-03-04
209733015,130106,13114,2025-03-04
209733016,130106,13114,2025-03-04
209777999,130106,13114,2025-03-04
209818002,130106,13114,2025-03-04
209819002,130106,13114,2025-03-04
209820002,130106,13114,2025-03-04
209823002,130106,13114,2025-03-04
209873999,130106,13114,2025-03-04
209883999,130106,13114,2025-03-04
209907999,130106,13114,2025-03-04
210128999,130106,13114,2025-03-04
210131999,130106,13114,2025-03-04
210135999,130106,13114,2025-03-04
210141999,130106,13114,2025-03-04
210150999,130106,13114,2025-03-04
210155999,130106,13114,2025-03-04
210260999,130106,13114,2025-03-04
210269999,130106,13114,2025-03-04
210655999,130106,13114,2025-03-04
210666999,130106,13114,2025-03-04
210682999,130106,13114,2025-03-04
210922004,130106,13114,2025-03-04
210922005,130106,13114,2025-03-04
210931005,130106,13114,2025-03-04
210931008,130106,13114,2025-03-04
210931009,130106,13114,2025-03-04
210932007,130106,13114,2025-03-04
210932008,130106,13114,2025-03-04
210932009,130106,13114,2025-03-04
210996999,130106,13114,2025-03-04
210997999,130106,13114,2025-03-04
211458999,130106,13114,2025-03-04
211618999,130106,13114,2025-03-04
211620999,130106,13114,2025-03-04
211621999,130106,13114,2025-03-04
211629999,130106,13114,2025-03-04
211654999,130106,13114,2025-03-04
211663999,130106,13114,2025-03-04
211665999,130106,13114,2025-03-04
211672999,130106,13114,2025-03-04
211676999,130106,13114,2025-03-04
211678999,130106,13114,2025-03-04
211684999,130106,13114,2025-03-04
211698999,130106,13114,2025-03-04
211702999,130106,13114,2025-03-04
211727999,130106,13114,2025-03-04
211733999,130106,13114,2025-03-04
211734999,130106,13114,2025-03-04
211736999,130106,13114,2025-03-04
211744999,130106,13114,2025-03-04
211747999,130106,13114,2025-03-04
211761999,130106,13114,2025-03-04
211777999,130106,13114,2025-03-04
211785999,130106,13114,2025-03-04
211806999,130106,13114,2025-03-04
211826999,130106,13114,2025-03-04
211868999,130106,13114,2025-03-04
211884999,130106,13114,2025-03-04
211946999,130106,13114,2025-03-04
211949999,130106,13114,2025-03-04
211950999,130106,13114,2025-03-04
211955999,130106,13114,2025-03-04
212016999,130106,13114,2025-03-04
212043999,130106,13114,2025-03-04
212063999,130106,13114,2025-03-04
212081999,130106,13114,2025-03-04
212150999,130106,13114,2025-03-04
212163999,130106,13114,2025-03-04
212166999,130106,13114,2025-03-04
212173999,130106,13114,2025-03-04
212179999,130106,13114,2025-03-04
212211999,130106,13114,2025-03-04
212235999,130106,13114,2025-03-04
212240999,130106,13114,2025-03-04
212242999,130106,13114,2025-03-04
212244999,130106,13114,2025-03-04
212250999,130106,13114,2025-03-04
212257999,130106,13114,2025-03-04
212258999,130106,13114,2025-03-04
212263999,130106,13114,2025-03-04
212285999,130106,13114,2025-03-04
212296999,130106,13114,2025-03-04
212297999,130106,13114,2025-03-04
212303999,130106,13114,2025-03-04
212322999,130106,13114,2025-03-04
212329999,130106,13114,2025-03-04
212330999,130106,13114,2025-03-04
212334999,130106,13114,2025-03-04
212503002,130106,13114,2025-03-04
212503006,130106,13114,2025-03-04
212503007,130106,13114,2025-03-04
212503008,130106,13114,2025-03-04
212503009,130106,13114,2025-03-04
212503010,130106,13114,2025-03-04
212503011,130106,13114,2025-03-04
212503012,130106,13114,2025-03-04
212503014,130106,13114,2025-03-04
212503015,130106,13114,2025-03-04
212503017,130106,13114,2025-03-04
212503018,130106,13114,2025-03-04
212503019,130106,13114,2025-03-04
212562999,130106,13114,2025-03-04
212570999,130106,13114,2025-03-04
212604006,130106,13114,2025-03-04
212604007,130106,13114,2025-03-04
212604008,130106,13114,2025-03-04
212604009,130106,13114,2025-03-04
212604010,130106,13114,2025-03-04
212604012,130106,13114,2025-03-04
212604013,130106,13114,2025-03-04
212605004,130106,13114,2025-03-04
212617003,130106,13114,2025-03-04
212617004,130106,13114,2025-03-04
212617009,130106,13114,2025-03-04
212619006,130106,13114,2025-03-04
212622002,130106,13114,2025-03-04
212622005,130106,13114,2025-03-04
212628005,130106,13114,2025-03-04
212628009,130106,13114,2025-03-04
212628010,130106,13114,2025-03-04
212628012,130106,13114,2025-03-04
212628013,130106,13114,2025-03-04
212644002,130106,13114,2025-03-04
212693002,130106,13114,2025-03-04
212693004,130106,13114,2025-03-04
212693005,130106,13114,2025-03-04
212693013,130106,13114,2025-03-04
212693014,130106,13114,2025-03-04
212693016,130106,13114,2025-03-04
212693017,130106,13114,2025-03-04
212694002,130106,13114,2025-03-04
212694003,130106,13114,2025-03-04
212694004,130106,13114,2025-03-04
212694005,130106,13114,2025-03-04
212694006,130106,13114,2025-03-04
212694007,130106,13114,2025-03-04
212695002,130106,13114,2025-03-04
212695003,130106,13114,2025-03-04
212695004,130106,13114,2025-03-04
212695005,130106,13114,2025-03-04
212695006,130106,13114,2025-03-04
212695007,130106,13114,2025-03-04
212695008,130106,13114,2025-03-04
212695009,130106,13114,2025-03-04
212696002,130106,13114,2025-03-04
212696003,130106,13114,2025-03-04
212696006,130106,13114,2025-03-04
212697002,130106,13114,2025-03-04
212697003,130106,13114,2025-03-04
212697004,130106,13114,2025-03-04
212697006,130106,13114,2025-03-04
212697007,130106,13114,2025-03-04
212697008,130106,13114,2025-03-04
212697009,130106,13114,2025-03-04
212750999,130106,13114,2025-03-04
212768999,130106,13114,2025-03-04
212790999,130106,13114,2025-03-04
212793999,130106,13114,2025-03-04
212798999,130106,13114,2025-03-04
212867999,130106,13114,2025-03-04
212889999,130106,13114,2025-03-04
212891999,130106,13114,2025-03-04
212898999,130106,13114,2025-03-04
212910999,130106,13114,2025-03-04
212924999,130106,13114,2025-03-04
212943999,130106,13114,2025-03-04
212954999,130106,13114,2025-03-04
212958002,130106,13114,2025-03-04
212958003,130106,13114,2025-03-04
212958004,130106,13114,2025-03-04
212958005,130106,13114,2025-03-04
212958006,130106,13114,2025-03-04
212958007,130106,13114,2025-03-04
212958008,130106,13114,2025-03-04
212958009,130106,13114,2025-03-04
212959002,130106,13114,2025-03-04
212959003,130106,13114,2025-03-04
212959004,130106,13114,2025-03-04
212959005,130106,13114,2025-03-04
212959006,130106,13114,2025-03-04
212959007,130106,13114,2025-03-04
212959008,130106,13114,2025-03-04
212959009,130106,13114,2025-03-04
212959010,130106,13114,2025-03-04
212959011,130106,13114,2025-03-04
212960999,130106,13114,2025-03-04
212965999,130106,13114,2025-03-04
212978002,130106,13114,2025-03-04
212978003,130106,13114,2025-03-04
212978004,130106,13114,2025-03-04
212978005,130106,13114,2025-03-04
212978006,130106,13114,2025-03-04
212978007,130106,13114,2025-03-04
212978008,130106,13114,2025-03-04
212978009,130106,13114,2025-03-04
212988999,130106,13114,2025-03-04
212994999,130106,13114,2025-03-04
213119002,130106,13114,2025-03-04
213198999,130106,13114,2025-03-04
213199999,130106,13114,2025-03-04
213305999,130106,13114,2025-03-04
213324004,130106,13114,2025-03-04
213324005,130106,13114,2025-03-04
213324006,130106,13114,2025-03-04
213417002,130106,13114,2025-03-04
213427008,130106,13114,2025-03-04
213427009,130106,13114,2025-03-04
213427010,130106,13114,2025-03-04
213427011,130106,13114,2025-03-04
213442006,130106,13114,2025-03-04
213442007,130106,13114,2025-03-04
213442008,130106,13114,2025-03-04
213442009,130106,13114,2025-03-04
213453006,130106,13114,2025-03-04
213453007,130106,13114,2025-03-04
213453008,130106,13114,2025-03-04
213505007,130106,13114,2025-03-04
213505011,130106,13114,2025-03-04
213505012,130106,13114,2025-03-04
213505015,130106,13114,2025-03-04
213505016,130106,13114,2025-03-04
213505026,130106,13114,2025-03-04
213505027,130106,13114,2025-03-04
213505031,130106,13114,2025-03-04
213505036,130106,13114,2025-03-04
213505041,130106,13114,2025-03-04
213508006,130106,13114,2025-03-04
213508010,130106,13114,2025-03-04
213508011,130106,13114,2025-03-04
213508015,130106,13114,2025-03-04
213508016,130106,13114,2025-03-04
213508025,130106,13114,2025-03-04
213508026,130106,13114,2025-03-04
213508027,130106,13114,2025-03-04
213508031,130106,13114,2025-03-04
213508036,130106,13114,2025-03-04
213508040,130106,13114,2025-03-04
213508041,130106,13114,2025-03-04
213520010,130106,13114,2025-03-04
213520018,130106,13114,2025-03-04
213540999,130106,13114,2025-03-04
213583004,130106,13114,2025-03-04
213583005,130106,13114,2025-03-04
213583006,130106,13114,2025-03-04
213595003,130106,13114,2025-03-04
213595004,130106,13114,2025-03-04
213595005,130106,13114,2025-03-04
213598002,130106,13114,2025-03-04
213598003,130106,13114,2025-03-04
213598004,130106,13114,2025-03-04
